source,label,rules,sentence
13_frevâ,ligurian,template_boilerplate,O 13 frevâ o l'é o 44° giórno de l'ànno segondo o Lûnäio Gregorian.
13_frevâ,ligurian,template_boilerplate,Mancan 321 giórni a-a fin de l'ànno (322 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 13 frevâ
13_lûggio,ligurian,template_boilerplate,O 13 lûggio o l'é o 194° giórno de l'ànno (195° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_lûggio,ligurian,template_boilerplate,Màncan 171 giórni a-a fin de l'ànno.
13_marso,ligurian,template_boilerplate,O 13 marso o l'é o 72° giórno de l'ànno (73° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_marso,ligurian,template_boilerplate,Mancân 293 giórni a-a fin de l'ànno.
13_marso,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 marso
13_mazzo,ligurian,template_boilerplate,O 13 mazzo o l'é o 133° giórno de l'ànno (134° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_mazzo,ligurian,template_boilerplate,Màncan 232 giórni a-a fin de l'ànno.
13_mazzo,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 mazzo
13_novénbre,ligurian,template_boilerplate,O 13 novénbre o l'é o 317° giórno de l'ànno (318° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_novénbre,ligurian,template_boilerplate,Màncan 48 giórni a-a fin de l'ànno.
13_novénbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 novénbre
13_seténbre,ligurian,template_boilerplate,O 13 seténbre o l'é o 256° giórno de l'ànno (257° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_seténbre,ligurian,template_boilerplate,Màncan 109 giórni a-a fin de l'ànno.
13_seténbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 seténbre
13_zenâ,ligurian,template_boilerplate,O 13 zenâ o l'é o 13° giórno de l'ànno segondo o Lûnäio Gregorian.
13_zenâ,ligurian,template_boilerplate,Mancan 352 giórni a-a fin de l'ànno (353 inti ànni bizestîli) Wikimedia Commons a contêgne di files in sce 13 zenâ
13_zûgno,ligurian,template_boilerplate,O 13 zûgno o l'é o 164° giórno de l'ànno (165° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_zûgno,ligurian,template_boilerplate,Màncan 201 giórni a-a fin de l'ànno.
13_zûgno,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 zûgno
13_òtôbre,ligurian,template_boilerplate,O 13 òtôbre o l'é o 286° giórno de l'ànno (287° inti ànni bizestîli) segondo o Lûnäio Gregorian.
13_òtôbre,ligurian,template_boilerplate,Màncan 79 giórni a-a fin de l'ànno.
13_òtôbre,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 13 òtôbre
14,ligurian,template_boilerplate,O 14 (XIV in nùmeri români) o l'é 'n ànno  do  I secolo.
14,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 14
140,ligurian,template_boilerplate,O 140 (CXL in nùmeri români) o l'é 'n ànno bizestîle do  II secolo.
140,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 140
1400,ligurian,template_boilerplate,O 1400 (MCD in nùmeri români) o l'é 'n ànno bizestîle do  XIV secolo.
1400,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1400
1401,ligurian,template_boilerplate,O 1401 (MCDI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1401,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1401
1402,ligurian,template_boilerplate,O 1402 (MCDII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1402,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1402
1403,ligurian,template_boilerplate,O 1403 (MCDIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1403,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1403
1404,ligurian,template_boilerplate,O 1404 (MCDIV in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1404,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1404
1405,ligurian,template_boilerplate,O 1405 (MCDV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1405,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1405
1406,ligurian,template_boilerplate,O 1406 (MCDVI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1406,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1406
1407,ligurian,template_boilerplate,O 1407 (MCDVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1407,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1407
1408,ligurian,template_boilerplate,O 1408 (MCDVIII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1408,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1408
1409,ligurian,template_boilerplate,O 1409 (MCDIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1409,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1409
140_a.C.,ligurian,template_boilerplate,C. (CXL a. C. in nùmeri români) o l'é 'n ànno  do  II secolo a.
140_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 140 a.
141,ligurian,template_boilerplate,O 141 (CXLI in nùmeri români) o l'é 'n ànno  do  II secolo.
141,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 141
1410,ligurian,template_boilerplate,O 1410 (MCDX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1410,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1410
1411,ligurian,template_boilerplate,O 1411 (MCDXI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1411,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1411
1412,ligurian,template_boilerplate,O 1412 (MCDXII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1412,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1412
1413,ligurian,template_boilerplate,O 1413 (MCDXIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1413,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1413
1414,ligurian,template_boilerplate,O 1414 (MCDXIV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1414,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1414
1415,ligurian,template_boilerplate,O 1415 (MCDXV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1415,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1415
1416,ligurian,template_boilerplate,O 1416 (MCDXVI in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1416,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1416
1417,ligurian,template_boilerplate,O 1417 (MCDXVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1417,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1417
1418,ligurian,template_boilerplate,O 1418 (MCDXVIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1418,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1418
1419,ligurian,template_boilerplate,O 1419 (MCDXIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1419,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1419
141_a.C.,ligurian,template_boilerplate,C. (CXLI a. C. in nùmeri români) o l'é 'n ànno  do  II secolo a.
141_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 141 a.
142,ligurian,template_boilerplate,O 142 (CXLII in nùmeri români) o l'é 'n ànno  do  II secolo.
142,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 142
1420,ligurian,template_boilerplate,O 1420 (MCDXX in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1420,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1420
1421,ligurian,template_boilerplate,O 1421 (MCDXXI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1421,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1421
1422,ligurian,template_boilerplate,O 1422 (MCDXXII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1422,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1422
1423,ligurian,template_boilerplate,O 1423 (MCDXXIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1423,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1423
1424,ligurian,template_boilerplate,O 1424 (MCDXXIV in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1424,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1424
1425,ligurian,template_boilerplate,O 1425 (MCDXXV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1425,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1425
1426,ligurian,template_boilerplate,O 1426 (MCDXXVI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1426,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1426
1427,ligurian,template_boilerplate,O 1427 (MCDXXVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1427,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1427
1428,ligurian,template_boilerplate,O 1428 (MCDXXVIII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1428,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1428
1429,ligurian,template_boilerplate,O 1429 (MCDXXIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1429,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1429
143,ligurian,template_boilerplate,O 143 (CXLIII in nùmeri români) o l'é 'n ànno  do  II secolo.
143,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 143
1430,ligurian,template_boilerplate,O 1430 (MCDXXX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1430,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1430
1431,ligurian,template_boilerplate,O 1431 (MCDXXXI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1431,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1431
1432,ligurian,template_boilerplate,O 1432 (MCDXXXII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1432,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1432
1433,ligurian,template_boilerplate,O 1433 (MCDXXXIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1433,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1433
1434,ligurian,template_boilerplate,O 1434 (MCDXXXIV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1434,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1434
1435,ligurian,template_boilerplate,O 1435 (MCDXXXV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1435,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1435
1436,ligurian,template_boilerplate,O 1436 (MCDXXXVI in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1436,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1436
1437,ligurian,template_boilerplate,O 1437 (MCDXXXVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1437,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1437
1438,ligurian,template_boilerplate,O 1438 (MCDXXXVIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1438,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1438
1439,ligurian,template_boilerplate,O 1439 (MCDXXXIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1439,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1439
143_a.C.,ligurian,template_boilerplate,C. (CXLIII a. C. in nùmeri români) o l'é 'n ànno  do  II secolo a.
1440,ligurian,template_boilerplate,O 1440 (MCDXL in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1440,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1440
1441,ligurian,template_boilerplate,O 1441 (MCDXLI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1441,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1441
1442,ligurian,template_boilerplate,O 1442 (MCDXLII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1442,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1442
1443,ligurian,template_boilerplate,O 1443 (MCDXLIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1443,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1443
1444,ligurian,template_boilerplate,O 1444 (MCDXLIV in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1444,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1444
1445,ligurian,template_boilerplate,O 1445 (MCDXLV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1445,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1445
1446,ligurian,template_boilerplate,O 1446 (MCDXLVI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1446,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1446
1447,ligurian,template_boilerplate,O 1447 (MCDXLVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1447,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1447
1448,ligurian,template_boilerplate,O 1448 (MCDXLVIII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1448,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1448
1449,ligurian,template_boilerplate,O 1449 (MCDXLIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1449,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1449
145,ligurian,template_boilerplate,O 145 (CXLV in nùmeri români) o l'é 'n ànno  do  II secolo.
145,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 145
1450,ligurian,template_boilerplate,O 1450 (MCDL in nùmeri români) o l'é 'n ànno  do  XV secolo.
1450,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1450
1451,ligurian,template_boilerplate,O 1451 (MCDLI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1451,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1451
1452,ligurian,template_boilerplate,O 1452 (MCDLII in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1452,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1452
1453,ligurian,template_boilerplate,O 1453 (MCDLIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1453,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1453
1454,ligurian,template_boilerplate,O 1454 (MCDLIV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1454,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1454
1455,ligurian,template_boilerplate,O 1455 (MCDLV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1455,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1455
1456,ligurian,template_boilerplate,O 1456 (MCDLVI in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1456,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1456
1457,ligurian,template_boilerplate,O 1457 (MCDLVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1457,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1457
1458,ligurian,template_boilerplate,O 1458 (MCDLVIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1458,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1458
1459,ligurian,template_boilerplate,O 1459 (MCDLIX in nùmeri români) o l'é 'n ànno  do  XV secolo.
1459,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1459
145_a.C.,ligurian,template_boilerplate,C. (CXLV a. C. in nùmeri români) o l'é 'n ànno  do  II secolo a.
145_a.C.,ligurian,template_boilerplate,C. Wikimedia Commons a contêgne di files in sce 145 a.
146,ligurian,template_boilerplate,O 146 (CXLVI in nùmeri români) o l'é 'n ànno  do  II secolo.
1460,ligurian,template_boilerplate,O 1460 (MCDLX in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1460,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1460
1461,ligurian,template_boilerplate,O 1461 (MCDLXI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1461,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1461
1462,ligurian,template_boilerplate,O 1462 (MCDLXII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1462,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1462
1463,ligurian,template_boilerplate,O 1463 (MCDLXIII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1463,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1463
1464,ligurian,template_boilerplate,O 1464 (MCDLXIV in nùmeri români) o l'é 'n ànno bizestîle do  XV secolo.
1464,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1464
1465,ligurian,template_boilerplate,O 1465 (MCDLXV in nùmeri români) o l'é 'n ànno  do  XV secolo.
1465,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1465
1466,ligurian,template_boilerplate,O 1466 (MCDLXVI in nùmeri români) o l'é 'n ànno  do  XV secolo.
1466,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1466
1467,ligurian,template_boilerplate,O 1467 (MCDLXVII in nùmeri români) o l'é 'n ànno  do  XV secolo.
1467,ligurian,template_boilerplate,Wikimedia Commons a contêgne di files in sce 1467
